"subject" "level" "tBodyAcc-mean-X" "tBodyAcc-mean-Y" "tBodyAcc-mean-Z" "tGravityAcc-mean-X" "tGravityAcc-mean-Y" "tGravityAcc-mean-Z" "tBodyAccJerk-mean-X" "tBodyAccJerk-mean-Y" "tBodyAccJerk-mean-Z" "tBodyGyro-mean-X" "tBodyGyro-mean-Y" "tBodyGyro-mean-Z" "tBodyGyroJerk-mean-X" "tBodyGyroJerk-mean-Y" "tBodyGyroJerk-mean-Z" "tBodyAccMag-mean" "tGravityAccMag-mean" "tBodyAccJerkMag-mean" "tBodyGyroMag-mean" "tBodyGyroJerkMag-mean" "fBodyAcc-mean-X" "fBodyAcc-mean-Y" "fBodyAcc-mean-Z" "fBodyAcc-meanFreq-X" "fBodyAcc-meanFreq-Y" "fBodyAcc-meanFreq-Z" "fBodyAccJerk-mean-X" "fBodyAccJerk-mean-Y" "fBodyAccJerk-mean-Z" "fBodyAccJerk-meanFreq-X" "fBodyAccJerk-meanFreq-Y" "fBodyAccJerk-meanFreq-Z" "fBodyGyro-mean-X" "fBodyGyro-mean-Y" "fBodyGyro-mean-Z" "fBodyGyro-meanFreq-X" "fBodyGyro-meanFreq-Y" "fBodyGyro-meanFreq-Z" "fBodyAccMag-mean" "fBodyAccMag-meanFreq" "fBodyBodyAccJerkMag-mean" "fBodyBodyAccJerkMag-meanFreq" "fBodyBodyGyroMag-mean" "fBodyBodyGyroMag-meanFreq" "fBodyBodyGyroJerkMag-mean" "fBodyBodyGyroJerkMag-meanFreq" "tBodyAcc-standard deviation-X" "tBodyAcc-standard deviation-Y" "tBodyAcc-standard deviation-Z" "tGravityAcc-standard deviation-X" "tGravityAcc-standard deviation-Y" "tGravityAcc-standard deviation-Z" "tBodyAccJerk-standard deviation-X" "tBodyAccJerk-standard deviation-Y" "tBodyAccJerk-standard deviation-Z" "tBodyGyro-standard deviation-X" "tBodyGyro-standard deviation-Y" "tBodyGyro-standard deviation-Z" "tBodyGyroJerk-standard deviation-X" "tBodyGyroJerk-standard deviation-Y" "tBodyGyroJerk-standard deviation-Z" "tBodyAccMag-standard deviation" "tGravityAccMag-standard deviation" "tBodyAccJerkMag-standard deviation" "tBodyGyroMag-standard deviation" "tBodyGyroJerkMag-standard deviation" "fBodyAcc-standard deviation-X" "fBodyAcc-standard deviation-Y" "fBodyAcc-standard deviation-Z" "fBodyAccJerk-standard deviation-X" "fBodyAccJerk-standard deviation-Y" "fBodyAccJerk-standard deviation-Z" "fBodyGyro-standard deviation-X" "fBodyGyro-standard deviation-Y" "fBodyGyro-standard deviation-Z" "fBodyAccMag-standard deviation" "fBodyBodyAccJerkMag-standard deviation" "fBodyBodyGyroMag-standard deviation" "fBodyBodyGyroJerkMag-standard deviation"
4 "SITTING" -0.72846172008 -1.007163065158 -1.10587459588 -0.1306969936 -0.788377460063106 -0.88987951892 -0.9215499761 -1.0108582171094 -1.0121499951596 -1.04944351156 -1.08943006108 -0.89884966522 -1.09694948424 -1.041848389996 -1.0489964351672 -1.93569482 -1.93569482 -1.9701322836 -1.9260633138 -1.9804904618 -1.9774624984 -1.9057829318 -1.9517837432 -0.962618238806 -0.92121399066 -0.98790573398 -1.9768457126 -1.9442983908 -1.9751549056 -0.7869800800958 -1.075289966262 -0.987754423014 -1.9605896358 -1.9675836478 -1.9337768922 -0.8909073419018 -1.394745539548 -1.1457260342 -1.929002095 -0.971907889356 -1.9625007338 -0.77280198534 -1.9487697524 -1.20008475764 -1.9765477634 -0.91406579704 -1.980309931 -1.89022398108 -1.9322030066 -1.9814052948 -1.93272710386 -1.9509492546 -1.9767421962 -1.9445961056 -1.9790387658 -1.9701317904 -1.9584681204 -1.9279722294 -1.9698997312 -1.984441358 -1.9688048316 -1.9144078448 -1.9144078448 -1.9625491104 -1.928898293 -1.9758066902 -1.9819081892 -1.8894673494 -1.9269993168 -1.9787769122 -1.949293158 -1.9816994482 -1.973333107 -1.954120419 -1.9328683544 -1.9198157096 -1.9615845194 -1.9288505544 -1.9762617538
5 "SITTING" 0.273694139545455 -0.00990083527045455 -0.108540300265909 0.880731443863636 0.168445524 0.143006857611364 0.0749577410909091 -0.00278773346136363 0.00338609594827273 -0.0422355209795455 -0.0835484079545455 0.0823934451590909 -0.0889747665681818 -0.0454702982386364 -0.0487714733568182 -0.9379783225 -0.9379783225 -0.969320155681818 -0.934301646590909 -0.973848287045455 -0.977450812045455 -0.921434735681818 -0.946064216818182 -0.0209330490795455 0.0684590033636364 0.0403161796295455 -0.976024951136364 -0.954237489772727 -0.969501330681818 0.0757356169022727 -0.131861736040909 -0.0644960732795455 -0.957117251818182 -0.955460359318182 -0.938003425909091 0.125891358536364 -0.187706341013636 0.0966833908409091 -0.936290604545455 0.0586075165227273 -0.964440302272727 0.245936717454545 -0.944760322045455 -0.00578350086590909 -0.971598370227273 0.08129013264 -0.980945022045455 -0.904335121022727 -0.926094740227273 -0.983137541590909 -0.939942979795454 -0.945008999545455 -0.975204850227273 -0.952786261136364 -0.973436529545455 -0.966225485 -0.950064068181818 -0.940637937045455 -0.966037012045455 -0.975433911363636 -0.964878512727273 -0.920939027727273 -0.920939027727273 -0.965757731590909 -0.931414810454545 -0.970392610454546 -0.9825908425 -0.9022915301 -0.92184351 -0.976530547272727 -0.954464442045455 -0.97602233 -0.969390369318182 -0.947571471590909 -0.947346476590909 -0.925669291136364 -0.966545323409091 -0.934746865454545 -0.970675403409091
6 "SITTING" 0.276778487454545 -0.0145911615290909 -0.110127728709091 0.933692934909091 0.0682628663363636 0.0695219657167273 0.0754721635223636 2.55649800000024e-06 0.00623727782090909 -0.0372442282830909 -0.0899083302550909 0.0854346006181818 -0.0936693524363636 -0.0333986700025455 -0.0465504310978182 -0.949543531272727 -0.949543531272727 -0.962733502 -0.932703812181818 -0.962929227818182 -0.975351454727273 -0.928264365454545 -0.935798115272727 0.00304695404363636 0.123381829747273 0.0818455300187273 -0.971037479818182 -0.947070821272727 -0.954199785636364 0.0999400617187273 -0.150934459496364 -0.0913484667963636 -0.939671400545455 -0.943857393090909 -0.934764895454545 0.139409516872727 -0.129239217950909 0.0438103632909091 -0.935750391272727 0.128902046152727 -0.948348653636364 0.171844519818182 -0.929725679272727 0.0461735838090909 -0.952034566 0.121846501998182 -0.980164933636364 -0.923682131090909 -0.925797097090909 -0.988872369272727 -0.960875994727273 -0.955475832363636 -0.969929476363636 -0.945143686181818 -0.958572952545454 -0.957367681818182 -0.944130044727273 -0.939681350909091 -0.943714804727273 -0.961780726363636 -0.958787671272727 -0.931572655636364 -0.931572655636364 -0.948181827818182 -0.921259472727273 -0.950150571818182 -0.982451284727273 -0.925676956 -0.925768475636364 -0.971488767454545 -0.946880042 -0.961636555090909 -0.963407046545455 -0.944901470363636 -0.947326797818182 -0.939547202909091 -0.947304700363636 -0.929549141636364 -0.951196693454545
7 "SITTING" 0.284674637291667 -0.01461097580375 -0.122464597625 0.969147824375 0.00608846646041667 0.0649636250354167 0.0668519793125 0.0116863419310417 0.0162004141964583 -0.04963797197125 -0.03361196465625 0.0259476655145833 -0.0938155625083333 -0.0396444885 -0.0454566269166667 -0.918432107083333 -0.918432107083333 -0.976559676458333 -0.897870535 -0.981665122291667 -0.972697126875 -0.93149063375 -0.904675337916667 -0.0334312226625 0.0147166711666667 -0.1017660835625 -0.982037243958333 -0.969423612916667 -0.968503504791667 0.180132581508333 -0.0815021323520833 -0.0857527580416667 -0.9436317575 -0.956678065 -0.9474199325 -0.071630230475 -0.308762329160625 -0.0187739586583333 -0.90895677625 -0.0112330111875 -0.970954184166667 0.18122972525 -0.933081955208333 -0.142830891383333 -0.978634991458333 0.0553638918958333 -0.972668374583333 -0.909454698541667 -0.8565329414375 -0.957082433333333 -0.945436264583333 -0.868602535416667 -0.982158098125 -0.969458676458333 -0.972256472708333 -0.941870953333333 -0.944124336458333 -0.937021208541667 -0.974369045625 -0.981024680625 -0.980954665416667 -0.881957619770833 -0.881957619770833 -0.970243274166667 -0.898063314375 -0.976214430208333 -0.972879966041667 -0.904629195833333 -0.844083052916667 -0.984026344375 -0.971814980208333 -0.974699194375 -0.9427264225 -0.93824472 -0.939826018125 -0.88691563825 -0.9684948675 -0.895804978125 -0.97496593875
8 "SITTING" 0.267491472934783 -0.00672550621304348 -0.104461049130435 0.832453878043478 0.240095117065217 0.263895185521739 0.0786713761086957 -0.00657516306713044 -0.0106808920069565 -0.0547396987173913 -0.0955089236521739 0.0716048809782609 -0.0923150250434783 -0.0402673770652174 -0.0445732240217391 -0.952139704347826 -0.952139704347826 -0.986061512173913 -0.93268224326087 -0.991807428043478 -0.981142909782609 -0.94421971826087 -0.959436275869565 -0.164187373097826 0.107278338519565 0.060048457826087 -0.984977270652174 -0.980221104565217 -0.982995311086956 0.227828617 0.0527157003152174 0.00883768081521739 -0.982200309782609 -0.97658989 -0.961798676956522 0.116741556823913 -0.261139449513043 -0.0430176558469565 -0.947981783478261 0.121543001092174 -0.980932292391304 0.306787560913043 -0.965806789347826 -0.141126202673913 -0.987730604130435 0.166638747782609 -0.979026152391304 -0.927331997021739 -0.939553030217391 -0.966757967173913 -0.937462301369565 -0.935475331521739 -0.985188753695652 -0.980784606086957 -0.985285807173913 -0.984524052826087 -0.97150069673913 -0.959623548478261 -0.993264647391304 -0.98887627673913 -0.985241405434783 -0.929943615630435 -0.929943615630435 -0.980667377391304 -0.953001632173913 -0.986756670869565 -0.978256730652174 -0.923829969347826 -0.933889846521739 -0.986913610652174 -0.983038783478261 -0.986185349347826 -0.985339301521739 -0.96892443326087 -0.962632253913044 -0.93172124 -0.97932021173913 -0.953251156521739 -0.986147262608696
9 "SITTING" -0.75167325646 -1.02701677698 -1.07537846886 -0.0836754894 -1.0414258228938 -0.914736900856 -0.922994993626 -0.990182602738 -1.008674672651 -1.042328876778 -1.04142711812 -0.9192080714092 -1.0930708106 -1.046663441472 -1.052841489994 -1.8933617176 -1.8933617176 -1.964383757 -1.9032355368 -1.9733641366 -1.959413594 -1.911683219 -1.8922013438 -1.109383841734 -1.120093395898 -1.1317488734546 -1.9655962396 -1.9580073906 -1.9575269752 -0.97960201442 -1.27190085077 -1.267665734806 -1.950315237 -1.9396930078 -1.940312313 -1.128144114548 -1.359739581712 -1.17324215306 -1.8977181972 -1.08061344386 -1.9530504408 -0.9025299797386 -1.9344377378 -1.19597005159 -1.9683155878 -0.968465133712 -1.9572277914 -1.875141405 -1.83200187268 -1.9552804062 -1.94645197 -1.88585411242 -1.9645358564 -1.9567775448 -1.9618894376 -1.9590200492 -1.9191882264 -1.9301768338 -1.9645323452 -1.9719274472 -1.9687388914 -1.8637564342 -1.8637564342 -1.9517802432 -1.9066063206 -1.9663610734 -1.956903459 -1.86761360746 -1.818001834824 -1.9666604036 -1.9585229866 -1.9649413418 -1.9618360162 -1.910583361 -1.9341874784 -1.8691725114 -1.9493949814 -1.9064712292 -1.9659970148
10 "SITTING" -0.729387943518519 -1.01504268185204 -1.1042532387963 -0.208112801851852 -1.041260775 -0.79746542712963 -0.922462749481481 -0.991021245412963 -1.00499566427667 -1.04324321768519 -1.06799935988889 -0.925404113055556 -1.09315550264815 -1.04112165409259 -1.04894119150296 -1.96075719962963 -1.96075719962963 -1.98805423759259 -1.9442020437037 -1.99370748759259 -1.98494314425926 -1.9404502 -1.97464465462963 -1.08261407288981 -0.972068026201852 -0.76635597997088 -1.98936501388889 -1.98096285611111 -1.98605676777778 -0.806550783666667 -1.02618592653315 -0.882469263496296 -1.98647736333333 -1.98617921555556 -1.96539546962963 -0.785894979425926 -0.932274771444444 -1.08444359596296 -1.95528101074074 -0.778433918703704 -1.98590080111111 -0.675237907203704 -1.97445973259259 -0.994186626148148 -1.99219152925926 -0.655991497222222 -1.98290182592593 -1.91797952996296 -1.96782698166667 -1.97312835407407 -1.93569000648148 -1.96689852055556 -1.98894641407407 -1.98075678981481 -1.9882558037037 -1.98887309722222 -1.98437330481481 -1.96044596203704 -1.99232665722222 -1.99258449481481 -1.99025981314815 -1.93966959148148 -1.93966959148148 -1.9852098562963 -1.96306457759259 -1.99169619648148 -1.98224242777778 -1.91283806301852 -1.96612104259259 -1.98955091740741 -1.98204559111111 -1.98911086 -1.98971236074074 -1.98357964666667 -1.96241855981481 -1.94151195277778 -1.98326674148148 -1.96245995611111 -1.99140910092593
11 "SITTING" 0.276590197358491 -0.0149195616754717 -0.112840218339623 0.871963798301887 0.213716305739623 0.188531695981132 0.0761777324716981 -0.000213838552075472 0.00833400761716981 -0.0399984915849057 -0.0755284478679245 0.0761739419056604 -0.0948423481320755 -0.0392813049264151 -0.0505395462396226 -0.961970763773585 -0.961970763773585 -0.97935563509434 -0.951884472075472 -0.989519031132076 -0.981481454339623 -0.934503182830189 -0.972855110377359 -0.050340397354717 0.0967747743339623 0.243469786396226 -0.980831750377358 -0.967454617735849 -0.981124861320755 0.153320197518868 -0.0805058031716981 0.0755982625849057 -0.985106875471698 -0.98263664490566 -0.954453821132075 0.115678529336604 -0.102473210571698 -0.0459579465849057 -0.953066009056604 0.198648837339623 -0.975315331509434 0.192259107913208 -0.969799951132076 -0.0398966601509434 -0.987255972641509 0.159345366839623 -0.982796562075472 -0.921402118113208 -0.968370181886792 -0.988069341132075 -0.949792572075472 -0.971661610754717 -0.980335163584906 -0.966766643396226 -0.983441609622641 -0.988164911509434 -0.982249040188679 -0.95284431245283 -0.990501518301887 -0.988554820188679 -0.981016044716981 -0.944581826415094 -0.944581826415094 -0.974511726792453 -0.959964488301887 -0.986256664716981 -0.983389810188679 -0.920047161698113 -0.967884390943396 -0.981607942075472 -0.968421475660377 -0.984349606792453 -0.989189512641509 -0.982137919056604 -0.956802766792453 -0.948521986037736 -0.972289134150943 -0.960711241886792 -0.985607229245283
12 "SITTING" -0.724992775098039 -1.01578929885235 -1.10630722896078 -0.0737710245098039 -0.916949098917647 -0.911435930392157 -0.922872234392157 -0.98940094959451 -1.00204575992275 -1.04241591829412 -1.07519803982353 -0.927153784176471 -1.09410234898039 -1.03874774747059 -1.05156340914118 -1.95217662137255 -1.95217662137255 -1.97473448980392 -1.94190724078431 -1.98039233764706 -1.97966614372549 -1.94276801686275 -1.95462662882353 -0.967330028336667 -0.997584837409804 -1.02261593543137 -1.97710988705882 -1.96423619137255 -1.97555156411765 -0.861870060083529 -1.09873323537255 -1.05683065354706 -1.96852898529412 -1.96372524882353 -1.95571818392157 -1.06250869857843 -1.1941602972 -1.08084510027255 -1.95594425313725 -0.995121642058823 -1.97171526862745 -0.744808507009804 -1.95851186666667 -1.11198219144706 -1.97848445372549 -0.838731769845294 -1.98256878196078 -1.92858124 -1.93966188901961 -1.98520364235294 -1.96364197921569 -1.95620862960784 -1.97649420078431 -1.96404746156863 -1.97911346627451 -1.97442535196078 -1.96049712764706 -1.95155253313725 -1.9773299272549 -1.97934783078431 -1.97713895392157 -1.94751710019608 -1.94751710019608 -1.9727458927451 -1.94676924156863 -1.97826053588235 -1.98399947745098 -1.92603397568627 -1.93591695823529 -1.97798034901961 -1.96653891960784 -1.98140887176471 -1.97633990137255 -1.95904069568627 -1.95476987764706 -1.95064718882353 -1.97295144333333 -1.94846097882353 -1.97925638705882
13 "SITTING" -0.725671500408163 -1.00587732936327 -1.09724651108367 -0.0744234875510204 -0.898230247510204 -0.924222614183673 -0.924713411885714 -1.00112344092892 -1.02323972451061 -1.03551248568367 -1.09026874018367 -0.91765679733898 -1.09591984887755 -1.04103668807755 -1.04661215959388 -1.95769056367347 -1.95769056367347 -1.98949783897959 -1.95114264408163 -1.9926043044898 -1.9901354777551 -1.95967391612245 -1.9561830635102 -1.00935147348163 -0.974654052326531 -0.845347906469388 -1.99267821265306 -1.98391410183673 -1.98526120469388 -0.735785739673469 -1.00193284292653 -0.907889397187755 -1.98321820285714 -1.98245605387755 -1.9683844155102 -0.899449105412245 -1.10617868646939 -0.986350783472449 -1.95690155965306 -0.849461063393878 -1.98834853530612 -0.639353637122449 -1.9732582777551 -0.992324566565306 -1.99172374163265 -0.808897766 -1.98954627530612 -1.93896774163265 -1.9386412155102 -1.98137911265306 -1.95135306469388 -1.93097955693878 -1.99282726408163 -1.9842675577551 -1.98761209020408 -1.98584426326531 -1.97966845612245 -1.96689641428571 -1.99137101693878 -1.99177335020408 -1.98986138204082 -1.93793573857143 -1.93793573857143 -1.98881309816327 -1.96394059142857 -1.99141493489796 -1.98941058265306 -1.9336665025102 -1.93418900734694 -1.99368217 -1.98590812040816 -1.98861210020408 -1.98671469408163 -1.97827070877551 -1.96945175469388 -1.93852993102041 -1.98833230346939 -1.96426809755102 -1.99121944591837
14 "SITTING" 0.279990577037037 -0.00870565463888889 -0.100401490425926 0.939038759814815 -0.0364533962277778 -0.0945970534814815 0.0741878844074074 -0.00436185985848148 -0.0105744513096296 -0.0440403326851852 -0.0713478280925926 0.0928523607037037 -0.0921614578888889 -0.0434577295055556 -0.0520121608148148 -0.944197943703704 -0.944197943703704 -0.976521006111111 -0.942756369259259 -0.988317606666667 -0.976456609259259 -0.932644766111111 -0.944126078888889 -0.145044030516667 -0.0904275272388889 -0.0357959046777778 -0.981566649444444 -0.968951769814815 -0.97275196962963 0.00357106024444444 -0.232143578944444 -0.149511316833333 -0.978577117592593 -0.969806729814815 -0.957020858888889 -0.107487047964444 -0.34128282392963 -0.0834989971537037 -0.940589853333333 0.015368050237037 -0.972985342962963 0.19841410045 -0.963320540555556 -0.171970730796296 -0.987324239259259 0.0740675933385185 -0.976302248148148 -0.914935703907407 -0.922774835740741 -0.976280399444444 -0.95032266362963 -0.938415738148148 -0.980890655185185 -0.967828356296296 -0.976133383518519 -0.980829981481481 -0.962048191666667 -0.952904383518518 -0.990284240185185 -0.986911323888889 -0.982819138888889 -0.92549582962963 -0.92549582962963 -0.973343388888889 -0.947081158333333 -0.986963989814815 -0.976303056851852 -0.911591208203704 -0.917678155296296 -0.981920831111111 -0.968943674259259 -0.978180020925926 -0.981573087222222 -0.958227403148148 -0.956028807962963 -0.929193937222222 -0.972959409444444 -0.946517963703704 -0.987065177777778
15 "SITTING" 0.27290337979661 -0.0117188472271186 -0.11366125320339 0.89036426220339 0.210849305016949 0.00281565980440678 0.0784792788644068 -0.00898437589491525 -0.00237207545345763 -0.0377111130338983 -0.0803428762830509 0.0951978083898305 -0.0953649067966102 -0.0396068774557627 -0.0524148341983051 -0.958669836271186 -0.958669836271186 -0.986107839152542 -0.957331628305085 -0.992188893898305 -0.986619609491525 -0.938926430779661 -0.963227004915254 -4.22904796610179e-05 0.0966857195491525 0.151053127327119 -0.988106102033898 -0.978159013220339 -0.984908418474576 0.240022781071475 -6.7038305084726e-06 0.039756001679661 -0.986152580338983 -0.979201724745763 -0.966731518305085 0.10547568285661 -0.154626052352542 -0.00867259700677966 -0.949752001322034 0.157506318561017 -0.984689437118644 0.242818344188136 -0.973762179830509 -0.0544036755389831 -0.990180959322034 0.208016817940678 -0.987084356101695 -0.922407162881356 -0.949338025084746 -0.982620883728814 -0.943561411694915 -0.952973658983051 -0.988162333898305 -0.978126998813559 -0.987011024745763 -0.988204115254237 -0.975321519491525 -0.963765802881356 -0.992889042711864 -0.990313307966102 -0.987937202542373 -0.93797790559322 -0.93797790559322 -0.984639018474576 -0.963475074915254 -0.989720049491525 -0.987384778983051 -0.919162700338983 -0.945704713050847 -0.989314359661017 -0.979713045932203 -0.987694113559322 -0.988881930508475 -0.973456092372881 -0.966228648305085 -0.941195938135593 -0.983276251694915 -0.963378228474576 -0.989503941694915
16 "SITTING" 0.280768574492754 -0.0102497939956522 -0.0891404038405797 0.942457377971014 -0.086588253942029 0.0892682200463768 0.0734346720289855 0.00985642890855072 -0.0115030575052174 -0.0412014042275362 -0.0574525433043478 0.0795736310463768 -0.0957204520289855 -0.0450369280637681 -0.0588371273536232 -0.961879680724638 -0.961879680724638 -0.987472699130435 -0.946417382463768 -0.992444606231884 -0.987043828985507 -0.961456685507246 -0.959552230434783 -0.00757859632753623 0.149987934068116 0.131560420550725 -0.990964251304348 -0.981752167391304 -0.981178036811594 0.203452532052174 -0.027202812815942 0.0110173707550725 -0.978632856956522 -0.96679600173913 -0.960058264057971 0.138693078721014 -0.174805735936232 0.207112798289855 -0.958335480724638 0.240617264101449 -0.983968635942029 0.320055144681159 -0.954060994347826 0.000688060278260866 -0.989363136376812 0.232631765847826 -0.986825605362319 -0.951607872463768 -0.939672247101449 -0.980158243333333 -0.968023206956522 -0.945813561478261 -0.990861134782609 -0.981800970724638 -0.983487212898551 -0.981037373333333 -0.958336595507246 -0.960287831304348 -0.98958327942029 -0.990621793333333 -0.988364321449275 -0.941051236086957 -0.941051236086957 -0.983615334057971 -0.937942404637681 -0.988261252608696 -0.986892418405797 -0.949829260434783 -0.934652146521739 -0.991567867681159 -0.983230774492754 -0.984362469130435 -0.982057861449275 -0.954343752463768 -0.964270052318841 -0.942588250115942 -0.982190554782609 -0.938863215072464 -0.987506348985507
17 "SITTING" 0.2773570196875 -0.014156274084375 -0.11362408509375 0.94488374765625 -0.002814673171875 -0.135803881679687 0.075070986171875 0.0056097104915625 -0.0015544841534375 -0.042549159015625 -0.0669245931234375 0.0860053803375 -0.094247696875 -0.0411134199378125 -0.051090324421875 -0.97274734640625 -0.97274734640625 -0.99281471515625 -0.967177744375 -0.996334795 -0.9939693815625 -0.96992798921875 -0.97484160453125 0.0284866289765625 0.135749049678125 0.183913630364062 -0.99454262109375 -0.9883274196875 -0.9888280653125 0.232009757914063 0.0885338998796875 0.099508166859375 -0.98841106765625 -0.98879397953125 -0.98161709828125 0.167684958779688 -0.148799346228125 0.123430240928125 -0.973626755 0.126009669051562 -0.99142725046875 0.38152125453125 -0.98336929234375 -0.0181759388351563 -0.995204564375 0.3586823609625 -0.9944439053125 -0.96185862984375 -0.96572919578125 -0.99019661703125 -0.9667201059375 -0.9566106440625 -0.99434060296875 -0.98863700234375 -0.990529261875 -0.98963832578125 -0.98612868078125 -0.9797052259375 -0.9952559371875 -0.9949818809375 -0.9938412575 -0.96506519109375 -0.96506519109375 -0.99144649921875 -0.97541025484375 -0.994446755625 -0.99465731359375 -0.959789141875 -0.96292107328125 -0.9946131621875 -0.98991581109375 -0.99081824828125 -0.99004126046875 -0.984813098125 -0.9809696453125 -0.9653996796875 -0.99031962640625 -0.97471085296875 -0.99362452375
18 "SITTING" -0.72272998122807 -1.01286912797368 -1.11190477582456 -0.0901835307017544 -0.87011352377193 -0.838122582105263 -0.923377111 -0.993054397105088 -0.997212429579418 -1.0333057034386 -1.06857963411053 -0.915185948824561 -1.09547232336842 -1.03971255914912 -1.05230304047895 -1.98367415175439 -1.98367415175439 -1.9898695745614 -1.97763499210526 -1.99487343982456 -1.99314492017544 -1.97653853035088 -1.98299644140351 -0.948763673226316 -0.828710119815789 -0.8285405183 -1.99192470982456 -1.98364239157895 -1.98868967157895 -0.765252429175439 -0.993128045907018 -0.956256112059649 -1.98996150035088 -1.98870270140351 -1.98302738649123 -0.886325050010526 -1.15037635678421 -0.8967966117 -1.98478146719298 -0.695418942526316 -1.99040707596491 -0.540909150278947 -1.98653524210526 -0.950744048152632 -1.99480818754386 -0.670382533333333 -1.99434798859649 -1.97492813105263 -1.97757271701754 -1.99404377140351 -1.98403547947368 -1.97834018315789 -1.99162466210526 -1.98400271701754 -1.99015312175439 -1.99195695894737 -1.98675334385965 -1.9815254954386 -1.99417019070175 -1.99422416210526 -1.99281432508772 -1.98159528596491 -1.98159528596491 -1.99115935052632 -1.98137267561404 -1.99486891350877 -1.99490656578947 -1.97498006859649 -1.97572212140351 -1.99203906070175 -1.98569474438596 -1.99014167631579 -1.99257539947368 -1.98571008789474 -1.98279727631579 -1.98222615157895 -1.99104429789474 -1.98125263280702 -1.99496762175439
19 "SITTING" 0.273830316164384 -0.016739260030137 -0.10870765430137 0.581371509041096 0.360343534657534 0.489126594657534 0.0753747129191781 0.0137921005843836 0.00173106800213699 -0.0214151280054795 -0.0520207886438356 0.0968980718168493 -0.100986131452055 -0.0425170215068493 -0.0590801684246575 -0.962074065616438 -0.962074065616438 -0.986423976027397 -0.942229043835616 -0.989450316575342 -0.979238031780822 -0.960763181917808 -0.96633509109589 -0.315288055164384 -0.00741060234232877 -0.00357815742876712 -0.986775590136986 -0.979141571643836 -0.98398048 0.091700311709589 -0.0925759101945205 0.0185381853307808 -0.981743664931507 -0.968188675753425 -0.968235777945205 -0.0192868116287671 -0.39302195830137 -0.147366971379452 -0.962632577945206 -0.0538580142455342 -0.983751646712329 0.268456602178082 -0.964238768493151 -0.192451620806849 -0.986727418493151 0.0978646251164384 -0.976357663013699 -0.950388943972603 -0.951929615068493 -0.969355010136986 -0.96996981369863 -0.960394960821918 -0.987043285479452 -0.979267729041096 -0.986704740273973 -0.984625306849315 -0.959758309589041 -0.96559497630137 -0.988464752739726 -0.987465915068493 -0.98531069 -0.951755657260274 -0.951755657260274 -0.984205184931507 -0.950491807945205 -0.985831284657534 -0.975204245342466 -0.948053070136986 -0.947514931780822 -0.988576991369863 -0.980999857671233 -0.988151915753425 -0.985576048219178 -0.955598610136986 -0.967869249178082 -0.952802277671233 -0.983687272739726 -0.950484417260274 -0.985416444657534
20 "SITTING" -0.721954560909091 -1.01472293051318 -1.10836963451515 -0.0755454775757576 -0.926661458712121 -0.848320864771212 -0.92534316069697 -0.994025697313636 -0.998398651400758 -1.0364059289697 -1.06506893471212 -0.935711786166667 -1.09599708160606 -1.04072992443485 -1.04658351490909 -1.9527380430303 -1.9527380430303 -1.97877457833333 -1.93957443560606 -1.98301027606061 -1.98120306424242 -1.94519861924242 -1.94759745712121 -1.06188903588939 -1.00500928635152 -0.991261135075758 -1.9822436030303 -1.97115828757576 -1.97321146136364 -0.863398869325758 -1.12440829068136 -1.08312297464091 -1.96991328439394 -1.96464306878788 -1.95096336393939 -1.03270188824697 -1.31472098615152 -1.14465483785152 -1.94691345166667 -0.959133645963636 -1.97173046257576 -0.77028675725 -1.95339906818182 -1.17498013495455 -1.97610835378788 -0.86636465619697 -1.98308185893939 -1.93612270469697 -1.92910639681818 -1.98582903439394 -1.96698353424242 -1.93585496615152 -1.98207822924242 -1.97089686348485 -1.97652248878788 -1.97630901712121 -1.96010450863636 -1.94577180348485 -1.97741491090909 -1.97968409727273 -1.97974208409091 -1.93776402818182 -1.93776402818182 -1.97253787151515 -1.94106990984848 -1.97507615 -1.98397837530303 -1.93503170045455 -1.92494717545455 -1.98356576075758 -1.97277657727273 -1.9784589230303 -1.97843353848485 -1.95801569636364 -1.94917682212121 -1.94215123151515 -1.97259774424242 -1.94372575590909 -1.97522658833333
